
   INFO  Server running on [http://0.0.0.0:8000].  

  Press Ctrl+C to stop the server
  2026-06-06 11:31:47 /api/session/state ......................... ~ 500.28ms
  2026-06-06 11:31:47 /api/session/state ........................... ~ 0.05ms
  2026-06-06 11:31:49 /api/session/state ........................... ~ 0.27ms
  2026-06-06 11:31:49 /api/session/state ......................... ~ 500.63ms
  2026-06-06 11:31:51 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:31:51 /api/session/state ......................... ~ 500.67ms
  2026-06-06 11:31:53 /api/session/state ........................... ~ 0.32ms
  2026-06-06 11:31:53 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:31:56 /api/session/state ........................... ~ 0.09ms
  2026-06-06 11:31:56 /api/session/state ......................... ~ 500.57ms
  2026-06-06 11:31:58 /api/session/state ........................... ~ 0.29ms
  2026-06-06 11:31:58 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:32:00 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:32:00 /api/session/state ......................... ~ 500.29ms
  2026-06-06 11:32:02 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:32:02 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:32:04 /api/session/state ........................... ~ 0.27ms
  2026-06-06 11:32:05 /api/session/state ............................... ~ 1s
  2026-06-06 11:32:07 /api/session/state ........................... ~ 0.27ms
  2026-06-06 11:32:07 /api/session/state ........................... ~ 0.17ms
  2026-06-06 11:32:09 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:32:09 /api/session/state ......................... ~ 500.65ms
  2026-06-06 11:32:11 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:32:11 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:32:13 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:32:13 /api/session/state ......................... ~ 500.65ms
  2026-06-06 11:32:16 /api/session/state ........................... ~ 0.34ms
  2026-06-06 11:32:16 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:32:18 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:32:18 /api/session/state ......................... ~ 500.58ms
  2026-06-06 11:32:20 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:32:20 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:32:22 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:32:22 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:32:25 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:32:25 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:32:27 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:32:27 /api/session/state ............................... ~ 1s
  2026-06-06 11:32:29 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:32:29 /api/session/state ......................... ~ 500.21ms
  2026-06-06 11:32:31 /api/session/state ........................... ~ 0.09ms
  2026-06-06 11:32:31 /api/session/state ........................... ~ 0.08ms
  2026-06-06 11:32:34 /api/session/state ........................... ~ 0.12ms
  2026-06-06 11:32:34 /api/session/state ......................... ~ 500.61ms
  2026-06-06 11:32:36 /api/session/state ........................... ~ 0.08ms
  2026-06-06 11:32:36 /api/session/state ........................... ~ 0.03ms
  2026-06-06 11:32:38 /api/session/state ........................... ~ 0.09ms
  2026-06-06 11:32:38 /api/session/state ......................... ~ 500.26ms
  2026-06-06 11:32:40 /api/session/state ......................... ~ 500.27ms
  2026-06-06 11:32:40 /api/session/state ........................... ~ 0.02ms
  2026-06-06 11:32:42 /api/session/state ........................... ~ 0.07ms
  2026-06-06 11:32:42 /api/session/state ........................... ~ 0.02ms
  2026-06-06 11:32:45 /api/session/state ........................... ~ 0.07ms
  2026-06-06 11:32:45 /api/session/state ......................... ~ 500.25ms
  2026-06-06 11:32:47 /api/session/state ........................... ~ 0.09ms
  2026-06-06 11:32:47 /api/session/state ........................... ~ 0.04ms
  2026-06-06 11:32:49 /api/session/state ........................... ~ 0.09ms
  2026-06-06 11:32:49 /api/session/state ......................... ~ 500.25ms
  2026-06-06 11:32:51 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:32:51 /api/session/state ........................... ~ 0.02ms
  2026-06-06 11:32:53 /api/session/state ........................... ~ 0.07ms
  2026-06-06 11:32:53 /api/session/state ........................... ~ 0.02ms
  2026-06-06 11:32:56 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:32:56 /api/session/state ......................... ~ 500.23ms
  2026-06-06 11:32:58 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:32:58 /api/session/state ........................... ~ 0.02ms
  2026-06-06 11:33:00 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:33:00 /api/session/state ......................... ~ 500.23ms
  2026-06-06 11:33:02 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:33:02 /api/session/state ......................... ~ 500.24ms
  2026-06-06 11:33:04 /api/session/state ........................... ~ 0.08ms
  2026-06-06 11:33:04 /api/session/state ......................... ~ 500.25ms
  2026-06-06 11:33:07 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:33:07 /api/session/state ........................... ~ 0.02ms
  2026-06-06 11:33:09 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:33:09 /api/session/state ........................... ~ 0.02ms
  2026-06-06 11:33:11 /api/session/state ........................... ~ 0.07ms
  2026-06-06 11:33:11 /api/session/state ......................... ~ 500.25ms
  2026-06-06 11:33:13 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:33:13 /api/session/state ........................... ~ 0.02ms
  2026-06-06 11:33:16 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:33:16 /api/session/state ......................... ~ 500.23ms
  2026-06-06 11:33:18 /api/session/state ........................... ~ 0.08ms
  2026-06-06 11:33:18 /api/session/state ........................... ~ 0.03ms
  2026-06-06 11:33:20 /api/session/state ........................... ~ 0.26ms
  2026-06-06 11:33:20 /api/session/state ......................... ~ 500.67ms
  2026-06-06 11:33:22 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:33:22 /api/session/state ............................... ~ 1s
  2026-06-06 11:33:24 /api/session/state ........................... ~ 0.26ms
  2026-06-06 11:33:24 /api/session/state ......................... ~ 500.59ms
  2026-06-06 11:33:27 /api/session/state ......................... ~ 500.24ms
  2026-06-06 11:33:27 /api/session/state ........................... ~ 0.03ms
  2026-06-06 11:33:29 /api/session/state ........................... ~ 0.29ms
  2026-06-06 11:33:29 /api/session/state ............................... ~ 1s
  2026-06-06 11:33:31 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:33:31 /api/session/state ......................... ~ 500.52ms
  2026-06-06 11:33:33 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:33:33 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:33:36 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:33:36 /api/session/state ............................... ~ 1s
  2026-06-06 11:33:38 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:33:38 /api/session/state ......................... ~ 500.74ms
  2026-06-06 11:33:40 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:33:40 /api/session/state ......................... ~ 500.68ms
  2026-06-06 11:33:42 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:33:42 /api/session/state ........................... ~ 0.23ms
  2026-06-06 11:33:45 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:33:45 /api/session/state ......................... ~ 500.61ms
  2026-06-06 11:33:47 /api/session/state ........................... ~ 0.08ms
  2026-06-06 11:33:47 /api/session/state ........................... ~ 0.03ms
  2026-06-06 11:33:48 /api/projects/publish-status ................. ~ 0.05ms
  2026-06-06 11:33:48 /api/projects/publish-status ............... ~ 500.23ms
  2026-06-06 11:33:55 /api/projects/publish-status ................. ~ 0.06ms
  2026-06-06 11:33:55 /api/projects/publish-status ............... ~ 500.28ms
  2026-06-06 11:34:02 /api/projects/publish-status ................. ~ 0.24ms
  2026-06-06 11:34:02 /api/projects/publish-status ................. ~ 0.10ms
  2026-06-06 11:35:44 /api/level/activity .......................... ~ 0.07ms
  2026-06-06 11:35:44 /api/level/activity ........................ ~ 500.26ms
  2026-06-06 11:35:54 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:35:54 /api/session/state ............................... ~ 1s
  2026-06-06 11:35:56 /api/session/state ......................... ~ 500.44ms
  2026-06-06 11:35:56 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:35:59 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:35:59 /api/session/state ......................... ~ 500.60ms
  2026-06-06 11:36:01 /api/session/state ........................... ~ 0.07ms
  2026-06-06 11:36:01 /api/session/state ............................... ~ 1s
  2026-06-06 11:36:03 /api/session ................................. ~ 0.08ms
  2026-06-06 11:36:03 /api/session ..................................... ~ 1s
  2026-06-06 11:36:04 /api/session/state ........................... ~ 0.20ms
  2026-06-06 11:36:04 /api/session/state ......................... ~ 500.26ms
  2026-06-06 11:36:06 /api/projects/publish-status ................. ~ 0.07ms
  2026-06-06 11:36:06 /api/projects/publish-status ............... ~ 500.42ms
  2026-06-06 11:36:07 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:36:07 /api/session/state ........................... ~ 0.05ms
  2026-06-06 11:36:09 /api/session/state ........................... ~ 0.09ms
  2026-06-06 11:36:09 /api/session/state ........................... ~ 0.03ms
  2026-06-06 11:36:11 /api/session/state ........................... ~ 0.23ms
  2026-06-06 11:36:11 /api/session/state ............................... ~ 1s
  2026-06-06 11:36:13 /api/session/state ........................... ~ 0.02ms
  2026-06-06 11:36:13 /api/session/state ............................... ~ 2s
  2026-06-06 11:36:15 /api/session/state ........................... ~ 0.09ms
  2026-06-06 11:36:15 /api/session/state ............................... ~ 2s
  2026-06-06 11:36:18 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:36:18 /api/session/state ......................... ~ 500.68ms
  2026-06-06 11:36:20 /api/session/state ........................... ~ 0.24ms
  2026-06-06 11:36:20 /api/session/state ........................... ~ 0.23ms
  2026-06-06 11:36:22 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:36:22 /api/session/state ......................... ~ 500.69ms
  2026-06-06 11:36:25 /api/session/state ........................... ~ 0.26ms
  2026-06-06 11:36:25 /api/session/state ......................... ~ 500.58ms
  2026-06-06 11:36:27 /api/session/state ........................... ~ 0.28ms
  2026-06-06 11:36:27 /api/session/state ........................... ~ 0.23ms
  2026-06-06 11:36:29 /api/session/state ........................... ~ 0.14ms
  2026-06-06 11:36:29 /api/session/state ......................... ~ 500.56ms
  2026-06-06 11:36:31 /api/session/state ........................... ~ 0.27ms
  2026-06-06 11:36:31 /api/session/state ......................... ~ 500.32ms
  2026-06-06 11:36:33 /api/session/state ........................... ~ 0.08ms
  2026-06-06 11:36:33 /api/session/state ........................... ~ 0.03ms
  2026-06-06 11:36:36 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:36:36 /api/session/state ............................... ~ 1s
  2026-06-06 11:36:38 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:36:39 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:36:41 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:36:41 /api/session/state ......................... ~ 500.51ms
  2026-06-06 11:36:43 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:36:43 /api/session/state ............................... ~ 2s
  2026-06-06 11:36:45 /api/level/activity .......................... ~ 0.02ms
  2026-06-06 11:36:45 /api/level/activity ........................ ~ 500.25ms
  2026-06-06 11:36:47 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:36:47 /api/session/state ......................... ~ 500.23ms
  2026-06-06 11:36:50 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:36:50 /api/session/state ......................... ~ 500.28ms
  2026-06-06 11:36:52 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:36:52 /api/session/state ......................... ~ 500.54ms
  2026-06-06 11:36:54 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:36:54 /api/session/state ............................... ~ 1s
  2026-06-06 11:36:57 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:36:57 /api/session/state ......................... ~ 500.79ms
  2026-06-06 11:36:59 /api/session/state ........................... ~ 0.09ms
  2026-06-06 11:36:59 /api/session/state ........................... ~ 0.04ms
  2026-06-06 11:37:01 /api/session/state ........................... ~ 0.24ms
  2026-06-06 11:37:01 /api/session/state ......................... ~ 500.26ms
  2026-06-06 11:37:04 /api/session/state ........................... ~ 0.27ms
  2026-06-06 11:37:04 /api/session/state ............................... ~ 1s
  2026-06-06 11:37:06 /api/session/state ........................... ~ 0.33ms
  2026-06-06 11:37:06 /api/session/state ......................... ~ 500.63ms
  2026-06-06 11:37:08 /api/session/state ........................... ~ 0.31ms
  2026-06-06 11:37:08 /api/session/state ......................... ~ 500.34ms
  2026-06-06 11:37:11 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:37:11 /api/session/state ........................... ~ 0.05ms
  2026-06-06 11:37:13 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:37:13 /api/session/state ........................... ~ 0.12ms
  2026-06-06 11:37:15 /api/session/state ........................... ~ 0.27ms
  2026-06-06 11:37:15 /api/session/state ......................... ~ 500.57ms
  2026-06-06 11:37:18 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:37:18 /api/session/state ............................... ~ 1s
  2026-06-06 11:37:20 /api/session/state ........................... ~ 0.12ms
  2026-06-06 11:37:20 /api/session/state ............................... ~ 3s
  2026-06-06 11:37:23 /api/session/state ........................... ~ 0.04ms
  2026-06-06 11:37:23 /api/session/state ............................... ~ 2s
  2026-06-06 11:37:26 /api/session/state ........................... ~ 0.05ms
  2026-06-06 11:37:26 /api/session/state ............................... ~ 1s
  2026-06-06 11:37:27 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:37:27 /api/session/state ............................... ~ 2s
  2026-06-06 11:37:29 /api/session/state ......................... ~ 500.62ms
  2026-06-06 11:37:29 /api/session/state ............................... ~ 1s
  2026-06-06 11:37:31 /api/session/state ........................... ~ 0.02ms
  2026-06-06 11:37:31 /api/session/state ......................... ~ 500.61ms
  2026-06-06 11:37:34 /api/session/state ........................... ~ 0.07ms
  2026-06-06 11:37:34 /api/session/state ............................... ~ 1s
  2026-06-06 11:37:37 /api/session/state ........................... ~ 0.09ms
  2026-06-06 11:37:37 /api/session/state ............................... ~ 1s
  2026-06-06 11:37:39 /api/session/state ........................... ~ 0.13ms
  2026-06-06 11:37:39 /api/session/state ............................... ~ 1s
  2026-06-06 11:37:42 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:37:42 /api/session/state ........................... ~ 0.12ms
  2026-06-06 11:37:44 /api/session/state ........................... ~ 0.07ms
  2026-06-06 11:37:44 /api/session/state ............................... ~ 1s
  2026-06-06 11:37:47 /api/session/state ........................... ~ 0.09ms
  2026-06-06 11:37:47 /api/session/state ............................... ~ 2s
  2026-06-06 11:37:49 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:37:49 /api/session/state ............................... ~ 1s
  2026-06-06 11:37:51 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:37:51 /api/session/state ......................... ~ 500.60ms
  2026-06-06 11:37:54 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:37:54 /api/session/state ......................... ~ 500.63ms
  2026-06-06 11:37:56 /api/session/state ........................... ~ 0.26ms
  2026-06-06 11:37:56 /api/session/state ......................... ~ 500.60ms
  2026-06-06 11:37:58 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:37:58 /api/session/state ......................... ~ 500.29ms
  2026-06-06 11:38:01 /api/session/state ........................... ~ 0.29ms
  2026-06-06 11:38:01 /api/session/state ......................... ~ 500.75ms
  2026-06-06 11:38:03 /api/session/state ........................... ~ 0.13ms
  2026-06-06 11:38:03 /api/session/state ........................... ~ 0.05ms
  2026-06-06 11:38:05 /api/session/state ........................... ~ 0.16ms
  2026-06-06 11:38:05 /api/session/state ......................... ~ 500.35ms
  2026-06-06 11:38:08 /api/session/state ........................... ~ 0.26ms
  2026-06-06 11:38:08 /api/session/state ........................... ~ 0.16ms
  2026-06-06 11:38:10 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:38:10 /api/session/state ............................... ~ 1s
  2026-06-06 11:38:12 /api/session/state ........................... ~ 0.37ms
  2026-06-06 11:38:12 /api/session/state ......................... ~ 500.38ms
  2026-06-06 11:38:15 /api/session/state ........................... ~ 0.16ms
  2026-06-06 11:38:15 /api/session/state ............................... ~ 1s
  2026-06-06 11:38:17 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:38:17 /api/session/state ......................... ~ 500.26ms
  2026-06-06 11:38:20 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:38:20 /api/session/state ......................... ~ 500.79ms
  2026-06-06 11:38:22 /api/session/state ........................... ~ 0.27ms
  2026-06-06 11:38:22 /api/session/state ............................... ~ 2s
  2026-06-06 11:38:25 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:38:25 /api/session/state ......................... ~ 500.61ms
  2026-06-06 11:38:27 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:38:27 /api/session/state ............................... ~ 2s
  2026-06-06 11:38:29 /api/session/state ........................... ~ 0.25ms
  2026-06-06 11:38:29 /api/session/state ............................... ~ 1s
  2026-06-06 11:38:32 /api/session/state ........................... ~ 0.09ms
  2026-06-06 11:38:32 /api/session/state ........................... ~ 0.05ms
  2026-06-06 11:38:34 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:38:34 /api/session/state ......................... ~ 500.77ms
  2026-06-06 11:38:36 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:38:36 /api/session/state ......................... ~ 500.38ms
  2026-06-06 11:38:39 /api/session/state ........................... ~ 0.07ms
  2026-06-06 11:38:39 /api/session/state ......................... ~ 500.55ms
  2026-06-06 11:38:41 /api/session/state ........................... ~ 0.07ms
  2026-06-06 11:38:41 /api/session/state ......................... ~ 500.55ms
  2026-06-06 11:38:43 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:38:43 /api/session/state ............................... ~ 1s
  2026-06-06 11:38:46 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:38:46 /api/session/state ......................... ~ 500.61ms
  2026-06-06 11:38:48 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:38:48 /api/session/state ......................... ~ 500.56ms
  2026-06-06 11:38:50 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:38:50 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:38:53 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:38:53 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:38:55 /api/session/state ........................... ~ 0.20ms
  2026-06-06 11:38:55 /api/session/state ......................... ~ 500.74ms
  2026-06-06 11:38:57 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:38:57 /api/session/state ......................... ~ 500.64ms
  2026-06-06 11:39:00 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:39:00 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:39:02 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:39:02 /api/session/state ......................... ~ 500.77ms
  2026-06-06 11:39:04 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:39:04 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:39:06 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:39:07 /api/session/state ............................... ~ 1s
  2026-06-06 11:39:09 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:39:09 /api/session/state ......................... ~ 500.64ms
  2026-06-06 11:39:11 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:39:11 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:39:13 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:39:13 /api/session/state ......................... ~ 500.66ms
  2026-06-06 11:39:16 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:39:16 /api/session/state ......................... ~ 500.31ms
  2026-06-06 11:39:18 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:39:18 /api/session/state ......................... ~ 500.63ms
  2026-06-06 11:39:20 /api/session/state ........................... ~ 0.09ms
  2026-06-06 11:39:20 /api/session/state ......................... ~ 500.69ms
  2026-06-06 11:39:23 /api/session/state ........................... ~ 0.24ms
  2026-06-06 11:39:23 /api/session/state ........................... ~ 0.14ms
  2026-06-06 11:39:25 /api/session/state ........................... ~ 0.27ms
  2026-06-06 11:39:25 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:39:26 /api/community/projects ...................... ~ 0.21ms
  2026-06-06 11:39:26 /api/community/projects ...................... ~ 0.10ms
  2026-06-06 11:39:27 /api/session/state ........................... ~ 0.08ms
  2026-06-06 11:39:27 /api/session/state ......................... ~ 500.44ms
  2026-06-06 11:39:30 /api/session/state ........................... ~ 0.08ms
  2026-06-06 11:39:30 /api/session/state ......................... ~ 500.25ms
  2026-06-06 11:39:32 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:39:32 /api/session/state ......................... ~ 500.73ms
  2026-06-06 11:39:34 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:39:34 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:39:36 /api/session/state ........................... ~ 0.34ms
  2026-06-06 11:39:36 /api/session/state ......................... ~ 500.68ms
  2026-06-06 11:39:39 /api/session/state ........................... ~ 0.27ms
  2026-06-06 11:39:39 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:39:41 /api/session/state ........................... ~ 0.05ms
  2026-06-06 11:39:41 /api/session/state ......................... ~ 500.43ms
  2026-06-06 11:39:43 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:39:43 /api/session/state ............................... ~ 1s
  2026-06-06 11:39:45 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:39:45 /api/session/state ............................... ~ 1s
  2026-06-06 11:39:48 /api/session/state ........................... ~ 0.12ms
  2026-06-06 11:39:48 /api/session/state ........................... ~ 0.14ms
  2026-06-06 11:39:50 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:39:50 /api/session/state ............................... ~ 1s
  2026-06-06 11:39:52 /api/session/state ........................... ~ 0.23ms
  2026-06-06 11:39:52 /api/session/state ............................... ~ 1s
  2026-06-06 11:39:54 /api/session/state ........................... ~ 0.15ms
  2026-06-06 11:39:55 /api/session/state ............................... ~ 2s
  2026-06-06 11:39:57 /api/session/state ........................... ~ 0.05ms
  2026-06-06 11:39:57 /api/session/state ............................... ~ 1s
  2026-06-06 11:39:59 /api/session/state ........................... ~ 0.17ms
  2026-06-06 11:39:59 /api/session/state ............................... ~ 1s
  2026-06-06 11:40:01 /api/session/state ........................... ~ 0.32ms
  2026-06-06 11:40:01 /api/session/state ............................... ~ 1s
  2026-06-06 11:40:03 /api/session/state ........................... ~ 0.28ms
  2026-06-06 11:40:03 /api/session/state ............................... ~ 1s
  2026-06-06 11:40:06 /api/session/state ........................... ~ 0.13ms
  2026-06-06 11:40:06 /api/session/state ............................... ~ 1s
  2026-06-06 11:40:08 /api/session/state .......................... ~ 69.20ms
  2026-06-06 11:40:08 /api/session/state ............................... ~ 1s
  2026-06-06 11:40:10 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:40:10 /api/session/state ............................... ~ 1s
  2026-06-06 11:40:13 /api/session/state ........................... ~ 0.20ms
  2026-06-06 11:40:13 /api/session/state ......................... ~ 500.34ms
  2026-06-06 11:40:15 /api/session/state ........................... ~ 0.08ms
  2026-06-06 11:40:15 /api/session/state ............................... ~ 1s
  2026-06-06 11:40:17 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:40:17 /api/session/state ............................... ~ 1s
  2026-06-06 11:40:19 /api/session/state ........................... ~ 0.16ms
  2026-06-06 11:40:19 /api/session/state ............................... ~ 1s
  2026-06-06 11:40:21 /api/session/state ........................... ~ 0.14ms
  2026-06-06 11:40:21 /api/session/state ............................... ~ 1s
  2026-06-06 11:40:24 /api/session/state .......................... ~ 40.32ms
  2026-06-06 11:40:24 /api/session/state ............................... ~ 1s
  2026-06-06 11:40:26 /api/session/state ........................... ~ 0.33ms
  2026-06-06 11:40:26 /api/session/state ............................... ~ 1s
  2026-06-06 11:40:28 /api/session/state ........................... ~ 0.07ms
  2026-06-06 11:40:28 /api/session/state ......................... ~ 500.40ms
  2026-06-06 11:40:30 /api/session/state ........................... ~ 0.08ms
  2026-06-06 11:40:30 /api/session/state ......................... ~ 500.31ms
  2026-06-06 11:40:33 /api/session/state ........................... ~ 0.09ms
  2026-06-06 11:40:33 /api/session/state ......................... ~ 500.32ms
  2026-06-06 11:40:35 /api/session/state ........................... ~ 0.31ms
  2026-06-06 11:40:35 /api/session/state ............................... ~ 1s
  2026-06-06 11:40:37 /api/session/state ........................... ~ 0.12ms
  2026-06-06 11:40:37 /api/session/state ............................... ~ 1s
